"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr12",98258845,98259353,509,"*","epilc_kdm5c_wt_.merged.bam_peak_1265",36,".",2.50115,6.76898,3.65422,309,"Promoter",12,98220002,98259298,39297,2,"14420","ENSMUST00000222042.1",0,"ENSMUSG00000021003","Galc","galactosylceramidase"
"chr12",99563671,99564020,350,"*","epilc_kdm5c_wt_.merged.bam_peak_1266",86,".",3.57648,12.1382,8.68822,151,"Promoter",12,99563796,99615499,51704,1,"102639404","ENSMUST00000222797.1",0,"ENSMUSG00000097917","Gm26839","predicted gene, 26839"
"chr12",100159299,100159588,290,"*","epilc_kdm5c_wt_.merged.bam_peak_1267",75,".",3.72035,10.9317,7.54741,181,"Promoter",12,100125452,100159648,34197,2,"217827","ENSMUST00000021596.8",60,"ENSMUSG00000021179","Nrde2","nrde-2 necessary for RNA interference, domain containing"
"chr12",100199269,100199661,393,"*","epilc_kdm5c_wt_.merged.bam_peak_1268",39,".",2.60079,7.05491,3.91386,159,"Promoter",12,100199435,100209814,10380,1,"12313","ENSMUST00000110082.10",0,"ENSMUSG00000001175","Calm1","calmodulin 1"
"chr12",100724669,100725037,369,"*","epilc_kdm5c_wt_.merged.bam_peak_1269",110,".",3.85278,14.5835,11.0182,259,"Promoter",12,100549778,100725028,175251,2,"73086","ENSMUST00000043599.6",0,"ENSMUSG00000021180","Rps6ka5","ribosomal protein S6 kinase, polypeptide 5"
"chr12",101028983,101029511,529,"*","epilc_kdm5c_wt_.merged.bam_peak_1271",75,".",3.40202,10.9557,7.5674,259,"Promoter",12,100911523,101029056,117534,2,"68339","ENSMUST00000068411.4",0,"ENSMUSG00000021182","Ccdc88c","coiled-coil domain containing 88C"
"chr12",101718120,101718629,510,"*","epilc_kdm5c_wt_.merged.bam_peak_1272",146,".",4.68272,18.3143,14.6019,243,"Promoter",12,101645443,101718523,73081,2,"74413","ENSMUST00000162735.7",0,"ENSMUSG00000021187","Tc2n","tandem C2 domains, nuclear"
"chr12",101957955,101958480,526,"*","epilc_kdm5c_wt_.merged.bam_peak_1273",42,".",3.08178,7.43976,4.26888,175,"Promoter",12,101918901,101958246,39346,2,"110616","ENSMUST00000021606.11",0,"ENSMUSG00000021189","Atxn3","ataxin 3"
"chr12",102282995,102283546,552,"*","epilc_kdm5c_wt_.merged.bam_peak_1274",87,".",3.86977,12.243,8.78311,220,"Promoter",12,102283048,102390855,107808,1,"217835","ENSMUST00000056950.13",0,"ENSMUSG00000044456","Rin3","Ras and Rab interactor 3"
"chr12",102469142,102469594,453,"*","epilc_kdm5c_wt_.merged.bam_peak_1275",107,".",4.13033,14.3201,10.7677,264,"Promoter",12,102469192,102497907,28716,1,"27277","ENSMUST00000021609.9",0,"ENSMUSG00000021192","Golga5","golgi autoantigen, golgin subfamily a, 5"
"chr12",102743491,102744101,611,"*","epilc_kdm5c_wt_.merged.bam_peak_1276",150,".",4.55035,18.7524,15.0246,425,"Promoter",12,102743762,102747561,3800,1,"320351","ENSMUST00000057416.7",0,"ENSMUSG00000046675","Tmem251","transmembrane protein 251"
"chr12",102757971,102758392,422,"*","epilc_kdm5c_wt_.merged.bam_peak_1277",85,".",3.601,11.993,8.54978,130,"Promoter",12,102757967,102777707,19741,1,"66622","ENSMUST00000046404.7",4,"ENSMUSG00000041712","Ubr7","ubiquitin protein ligase E3 component n-recognin 7 (putative)"
"chr12",102878399,102878831,433,"*","epilc_kdm5c_wt_.merged.bam_peak_1278",140,".",4.18847,17.7706,14.0787,207,"Promoter",12,102780797,102878406,97610,2,"238386","ENSMUST00000223554.1",0,"ENSMUSG00000041702","Btbd7","BTB (POZ) domain containing 7"
"chr12",103425507,103425853,347,"*","epilc_kdm5c_wt_.merged.bam_peak_1280",123,".",4.25213,15.9714,12.3485,183,"Promoter",12,103407982,103425819,17838,2,"27225","ENSMUST00000044923.14",0,"ENSMUSG00000041645","Ddx24","DEAD box helicase 24"
"chr12",104751431,104751799,369,"*","epilc_kdm5c_wt_.merged.bam_peak_1281",110,".",4.67841,14.6651,11.0969,235,"Promoter",12,104687742,104751952,64211,2,"192119","ENSMUST00000041987.6",153,"ENSMUSG00000041415","Dicer1","dicer 1, ribonuclease type III"
"chr12",105031888,105033201,1314,"*","epilc_kdm5c_wt_.merged.bam_peak_1283",363,".",8.01391,40.6727,36.3701,508,"Promoter",12,105030617,105032277,1661,2,"69434","ENSMUST00000222812.1",0,"ENSMUSG00000113722","Snhg10","small nucleolar RNA host gene 10"
"chr12",105222323,105222785,463,"*","epilc_kdm5c_wt_.merged.bam_peak_1284",59,".",3.7588,9.25242,5.95759,261,"Promoter",12,105216750,105222737,5988,2,"21432","ENSMUST00000041316.14",0,"ENSMUSG00000041359","Tcl1","T cell lymphoma breakpoint 1"
"chr12",105453743,105454215,473,"*","epilc_kdm5c_wt_.merged.bam_peak_1285",298,".",8.56872,33.9562,29.8009,226,"Promoter",12,105453856,105493095,39240,1,"268595","ENSMUST00000178224.1",0,"ENSMUSG00000094910","D430019H16Rik","RIKEN cDNA D430019H16 gene"
"chr12",105684826,105685167,342,"*","epilc_kdm5c_wt_.merged.bam_peak_1286",42,".",3.13449,7.40449,4.23748,141,"Promoter",12,105684829,105699151,14323,1,"66787","ENSMUST00000222284.1",0,"ENSMUSG00000044715","Gskip","GSK3B interacting protein"
"chr12",105784139,105784451,313,"*","epilc_kdm5c_wt_.merged.bam_peak_1287",87,".",3.36668,12.1629,8.7098,155,"Promoter",12,105784694,105838807,54114,1,"18789","ENSMUST00000109901.8",-243,"ENSMUSG00000021111","Papola","poly (A) polymerase alpha"
"chr12",108274629,108275106,478,"*","epilc_kdm5c_wt_.merged.bam_peak_1291",584,".",9.66433,63.1319,58.4101,254,"Promoter",12,108206345,108275133,68789,2,"668158","ENSMUST00000136175.2",27,"ENSMUSG00000084883","Ccdc85c","coiled-coil domain containing 85C"
"chr12",108306345,108306724,380,"*","epilc_kdm5c_wt_.merged.bam_peak_1292",47,".",3.25202,7.97987,4.77233,212,"Promoter",12,108306548,108326608,20061,1,"214305","ENSMUST00000223395.1",0,"ENSMUSG00000021260","Hhipl1","hedgehog interacting protein-like 1"
"chr12",108792192,108792691,500,"*","epilc_kdm5c_wt_.merged.bam_peak_1294",214,".",4.96483,25.3668,21.4245,204,"Promoter",12,108792973,108820148,27176,1,"22632","ENSMUST00000021692.8",-282,"ENSMUSG00000021264","Yy1","YY1 transcription factor"
"chr12",109452960,109453734,775,"*","epilc_kdm5c_wt_.merged.bam_peak_1296",373,".",9.09277,41.7039,37.3811,219,"Promoter",12,109453455,109460700,7246,1,"13386","ENSMUST00000109844.10",0,"ENSMUSG00000040856","Dlk1","delta like non-canonical Notch ligand 1"
"chr12",110279125,110279568,444,"*","epilc_kdm5c_wt_.merged.bam_peak_1299",230,".",6.53474,27.0598,23.0702,169,"Promoter",12,110279260,110280708,1449,1,"107585","ENSMUST00000097228.4",0,"ENSMUSG00000075707","Dio3","deiodinase, iodothyronine type III"
"chr12",110696306,110696815,510,"*","epilc_kdm5c_wt_.merged.bam_peak_1301",76,".",3.25817,11.0139,7.6176,174,"Promoter",12,110690605,110696395,5791,2,"15519","ENSMUST00000094361.10",0,"ENSMUSG00000021270","Hsp90aa1","heat shock protein 90, alpha (cytosolic), class A member 1"
"chr12",110978727,110979002,276,"*","epilc_kdm5c_wt_.merged.bam_peak_1303",52,".",3.50881,8.53215,5.29084,71,"Promoter",12,110976427,110978943,2517,2,"74251","ENSMUST00000142012.1",0,"ENSMUSG00000037904","Ankrd9","ankyrin repeat domain 9"
"chr12",111274093,111274771,679,"*","epilc_kdm5c_wt_.merged.bam_peak_1304",64,".",3.52203,9.76406,6.44378,369,"Promoter",12,111274514,111275000,487,1,"93835","ENSMUST00000220903.1",0,"ENSMUSG00000021278","Amn","amnionless"
"chr12",111377802,111378239,438,"*","epilc_kdm5c_wt_.merged.bam_peak_1306",74,".",3.32587,10.8677,7.48494,241,"Promoter",12,111292976,111377718,84743,2,"217866","ENSMUST00000041965.4",-84,"ENSMUSG00000021279","Cdc42bpb","CDC42 binding protein kinase beta"
"chr12",111445552,111446050,499,"*","epilc_kdm5c_wt_.merged.bam_peak_1307",128,".",4.62267,16.4452,12.8033,293,"Promoter",12,111446084,111453825,7742,1,"21928","ENSMUST00000174692.7",-34,"ENSMUSG00000021281","Tnfaip2","tumor necrosis factor, alpha-induced protein 2"
"chr12",111485039,111485841,803,"*","epilc_kdm5c_wt_.merged.bam_peak_1308",131,".",4.37573,16.7725,13.1187,373,"Promoter",12,111484609,111485823,1215,2,"212539","ENSMUST00000010673.6",0,"ENSMUSG00000010529","Gm266","predicted gene 266"
"chr12",111677939,111678252,314,"*","epilc_kdm5c_wt_.merged.bam_peak_1309",56,".",3.26688,8.8909,5.6213,161,"Promoter",12,111678105,111680985,2881,1,"328162","ENSMUST00000221089.1",0,"ENSMUSG00000060950","Trmt61a","tRNA methyltransferase 61A"
"chr12",111758562,111759145,584,"*","epilc_kdm5c_wt_.merged.bam_peak_1310",289,".",6.4775,33.0867,28.95,338,"Promoter",12,111758849,111803240,44392,1,"16593","ENSMUST00000239017.1",0,"ENSMUSG00000021288","Klc1","kinesin light chain 1"
"chr12",111814086,111814459,374,"*","epilc_kdm5c_wt_.merged.bam_peak_1311",157,".",4.72459,19.48,15.7255,186,"Promoter",12,111814170,111828386,14217,1,"68520","ENSMUST00000021714.8",0,"ENSMUSG00000021286","Zfyve21","zinc finger, FYVE domain containing 21"
"chr12",111966550,111967040,491,"*","epilc_kdm5c_wt_.merged.bam_peak_1312",65,".",3.70886,9.87357,6.54134,406,"Promoter",12,111961375,111966977,5603,2,"70257","ENSMUST00000021719.6",0,"ENSMUSG00000021290","Atp5mpl","ATP synthase membrane subunit 6.8PL"
"chr12",111971286,111971707,422,"*","epilc_kdm5c_wt_.merged.bam_peak_1313",175,".",6.41859,21.3784,17.5611,175,"Promoter",12,111971559,112068854,97296,1,"74691","ENSMUST00000079009.10",0,"ENSMUSG00000054003","Tdrd9","tudor domain containing 9"
"chr12",112106789,112107101,313,"*","epilc_kdm5c_wt_.merged.bam_peak_1314",62,".",3.54484,9.59976,6.28886,196,"Promoter",12,112106869,112116527,9659,1,"104816","ENSMUST00000223412.1",0,"ENSMUSG00000037686","Aspg","asparaginase"
"chr12",112130349,112130915,567,"*","epilc_kdm5c_wt_.merged.bam_peak_1315",62,".",3.7055,9.60898,6.29729,340,"Promoter",12,112130880,112130955,76,1,"387199","ENSMUST00000083640.1",0,"ENSMUSG00000065574","Mir203","microRNA 203"
"chr12",112145411,112145882,472,"*","epilc_kdm5c_wt_.merged.bam_peak_1316",82,".",3.85223,11.6462,8.21532,201,"Promoter",12,112146208,112181747,35540,1,"668303","ENSMUST00000128402.2",-326,"ENSMUSG00000021294","Kif26a","kinesin family member 26A"
"chr12",112510620,112511501,882,"*","epilc_kdm5c_wt_.merged.bam_peak_1318",360,".",7.53037,40.3082,36.0137,382,"Promoter",12,112500189,112511172,10984,2,"104885","ENSMUST00000066791.6",0,"ENSMUSG00000054013","Tmem179","transmembrane protein 179"
"chr12",112588312,112588977,666,"*","epilc_kdm5c_wt_.merged.bam_peak_1319",98,".",3.75094,13.3619,9.85092,220,"Promoter",12,112588784,112614957,26174,1,"70435","ENSMUST00000101029.3",0,"ENSMUSG00000037679","Inf2","inverted formin, FH2 and WH2 domain containing"
"chr12",112644730,112645276,547,"*","epilc_kdm5c_wt_.merged.bam_peak_1320",146,".",4.44868,18.3196,14.607,338,"Promoter",12,112644967,112649037,4071,1,"30954","ENSMUST00000109755.4",0,"ENSMUSG00000064326","Siva1","SIVA1, apoptosis-inducing factor"
"chr12",112679184,112679467,284,"*","epilc_kdm5c_wt_.merged.bam_peak_1321",52,".",3.20778,8.47306,5.23352,208,"Promoter",12,112678878,112679970,1093,1,"382639","ENSMUST00000173942.1",306,"ENSMUSG00000037638","Zbtb42","zinc finger and BTB domain containing 42"
"chr12",112808901,112809298,398,"*","epilc_kdm5c_wt_.merged.bam_peak_1323",52,".",2.81753,8.48427,5.24398,84,"Promoter",12,112808937,112816252,7316,1,"217887","ENSMUST00000037014.10",0,"ENSMUSG00000037594","Clba1","clathrin binding box of aftiphilin containing 1"
"chr12",112928183,112928755,573,"*","epilc_kdm5c_wt_.merged.bam_peak_1324",452,".",8.80509,49.7034,45.2239,325,"Promoter",12,112921837,112928448,6612,2,"16450","ENSMUST00000222402.1",0,"ENSMUSG00000002799","Jag2","jagged 2"
"chr12",112999909,113000636,728,"*","epilc_kdm5c_wt_.merged.bam_peak_1326",37,".",2.65807,6.82472,3.70368,398,"Promoter",12,112987711,113000396,12686,2,"72308","ENSMUST00000222247.1",0,"ENSMUSG00000011158","Brf1","BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit"
"chr12",113140201,113141022,822,"*","epilc_kdm5c_wt_.merged.bam_peak_1327",56,".",2.91779,8.92425,5.65281,462,"Promoter",12,113140236,113145506,5271,1,"68337","ENSMUST00000084882.8",0,"ENSMUSG00000006356","Crip2","cysteine rich protein 2"
"chr12",113156128,113156721,594,"*","epilc_kdm5c_wt_.merged.bam_peak_1328",142,".",4.36156,17.9438,14.2445,417,"Promoter",12,113156421,113164544,8124,1,"104732","ENSMUST00000049271.12",0,"ENSMUSG00000037466","Tedc1","tubulin epsilon and delta complex 1"
"chr12",116047348,116048152,805,"*","epilc_kdm5c_wt_.merged.bam_peak_1330",353,".",8.02271,39.6586,35.379,507,"Promoter",12,116047724,116060592,12869,1,"56220","ENSMUST00000073551.5",0,"ENSMUSG00000042063","Zfp386","zinc finger protein 386 (Kruppel-like)"
"chr12",116077761,116078042,282,"*","epilc_kdm5c_wt_.merged.bam_peak_1331",61,".",3.49241,9.4282,6.1232,106,"Promoter",12,116077766,116094756,16991,1,"22355","ENSMUST00000175785.7",0,"ENSMUSG00000011171","Vipr2","vasoactive intestinal peptide receptor 2"
"chr12",116262707,116263307,601,"*","epilc_kdm5c_wt_.merged.bam_peak_1332",182,".",4.7741,22.0456,18.205,241,"Promoter",12,116207051,116263022,55972,2,"217935","ENSMUST00000039349.7",0,"ENSMUSG00000042050","Dync2i1","dynein 2 intermediate chain 1"
"chr12",116404887,116405719,833,"*","epilc_kdm5c_wt_.merged.bam_peak_1333",138,".",3.85313,17.5199,13.8382,281,"Promoter",12,116401947,116405210,3264,2,"319545","ENSMUST00000220477.1",0,"ENSMUSG00000112980","D430020J02Rik","RIKEN cDNA D430020J02 gene"
"chr12",116485762,116486571,810,"*","epilc_kdm5c_wt_.merged.bam_peak_1334",259,".",6.71967,29.9767,25.9128,370,"Promoter",12,116485770,116844989,359220,1,"19276","ENSMUST00000191106.1",0,"ENSMUSG00000056553","Ptprn2","protein tyrosine phosphatase, receptor type, N polypeptide 2"
"chr12",117534023,117534520,498,"*","epilc_kdm5c_wt_.merged.bam_peak_1335",42,".",3.08178,7.43976,4.26888,404,"Promoter",12,117533888,117658370,124483,1,"217944","ENSMUST00000220781.1",135,"ENSMUSG00000041992","Rapgef5","Rap guanine nucleotide exchange factor (GEF) 5"
"chr12",117843310,117844170,861,"*","epilc_kdm5c_wt_.merged.bam_peak_1336",381,".",7.57205,42.4885,38.1499,390,"Promoter",12,117843515,117878706,35192,1,"217946","ENSMUST00000021592.15",0,"ENSMUSG00000021175","Cdca7l","cell division cycle associated 7 like"
"chr13",3537460,3537876,417,"*","epilc_kdm5c_wt_.merged.bam_peak_1340",166,".",5.93576,20.3975,16.6124,152,"Promoter",13,3538063,3567871,29809,1,"14569","ENSMUST00000223396.1",-187,"ENSMUSG00000021218","Gdi2","guanosine diphosphate (GDP) dissociation inhibitor 2"
"chr13",3610485,3611606,1122,"*","epilc_kdm5c_wt_.merged.bam_peak_1341",927,".",13.6479,98.1037,92.7858,515,"Promoter",13,3566035,3611108,45074,2,"105203","ENSMUST00000096069.4",0,"ENSMUSG00000033799","Tasor2","transcription activation suppressor family member 2"
"chr13",3893262,3893612,351,"*","epilc_kdm5c_wt_.merged.bam_peak_1342",105,".",5.21171,14.0994,10.5547,235,"Promoter",13,3882018,3893578,11561,2,"56349","ENSMUST00000099946.5",0,"ENSMUSG00000021215","Net1","neuroepithelial cell transforming gene 1"
"chr13",6547486,6548232,747,"*","epilc_kdm5c_wt_.merged.bam_peak_1343",128,".",4.62267,16.4452,12.8033,487,"Promoter",13,6548149,6580042,31894,1,"69617","ENSMUST00000021611.9",0,"ENSMUSG00000021193","Pitrm1","pitrilysin metallepetidase 1"
"chr13",9765009,9765298,290,"*","epilc_kdm5c_wt_.merged.bam_peak_1344",42,".",3.13588,7.40877,4.24028,177,"Promoter",13,9684838,9765160,80323,2,"66505","ENSMUST00000062658.14",0,"ENSMUSG00000021156","Zmynd11","zinc finger, MYND domain containing 11"
"chr13",10360802,10361206,405,"*","epilc_kdm5c_wt_.merged.bam_peak_1345",112,".",5.64396,14.792,11.2176,234,"Promoter",13,9875486,10360844,485359,2,"12671","ENSMUST00000187510.6",0,"ENSMUSG00000046159","Chrm3","cholinergic receptor, muscarinic 3, cardiac"
"chr13",12340427,12340896,470,"*","epilc_kdm5c_wt_.merged.bam_peak_1347",192,".",5.90086,23.1631,19.2867,260,"Promoter",13,12269426,12340760,71335,2,"11472","ENSMUST00000064204.13",0,"ENSMUSG00000052374","Actn2","actinin alpha 2"
"chr13",12565342,12565707,366,"*","epilc_kdm5c_wt_.merged.bam_peak_1348",106,".",4.87012,14.2331,10.6824,145,"Promoter",13,12565874,12606112,40239,1,"67475","ENSMUST00000221560.1",-167,"ENSMUSG00000057069","Ero1b","endoplasmic reticulum oxidoreductase 1 beta"
"chr13",13590479,13590901,423,"*","epilc_kdm5c_wt_.merged.bam_peak_1349",39,".",3.11329,7.13681,3.98855,121,"Promoter",13,13590409,13650117,59709,1,"17101","ENSMUST00000220937.1",70,"ENSMUSG00000019726","Lyst","lysosomal trafficking regulator"
"chr13",13953807,13954455,649,"*","epilc_kdm5c_wt_.merged.bam_peak_1350",87,".",3.78603,12.2009,8.74402,384,"Promoter",13,13954469,13999074,44606,1,"97884","ENSMUST00000099747.4",-14,"ENSMUSG00000039242","B3galnt2","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2"
"chr13",14039391,14039679,289,"*","epilc_kdm5c_wt_.merged.bam_peak_1352",54,".",3.5697,8.70995,5.45006,207,"Promoter",13,13997949,14039579,41631,2,"70430","ENSMUST00000159893.7",0,"ENSMUSG00000039233","Tbce","tubulin-specific chaperone E"
"chr13",14522535,14523023,489,"*","epilc_kdm5c_wt_.merged.bam_peak_1353",217,".",6.68231,25.7428,21.7906,300,"Promoter",13,14340444,14523105,182662,2,"94253","ENSMUST00000222904.1",82,"ENSMUSG00000021301","Hecw1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
"chr13",15463335,15463646,312,"*","epilc_kdm5c_wt_.merged.bam_peak_1354",54,".",3.76237,8.74591,5.48301,195,"Promoter",13,15463723,15663518,199796,1,"14634","ENSMUST00000130535.1",-77,"ENSMUSG00000021318","Gli3","GLI-Kruppel family member GLI3"
"chr13",17944199,17944501,303,"*","epilc_kdm5c_wt_.merged.bam_peak_1356",31,".",2.95043,6.26712,3.19311,177,"Promoter",13,17880571,17944239,63669,2,"56044","ENSMUST00000009003.8",0,"ENSMUSG00000008859","Rala","v-ral simian leukemia viral oncogene A (ras related)"
"chr13",17993089,17993573,485,"*","epilc_kdm5c_wt_.merged.bam_peak_1357",160,".",5.18229,19.8509,16.0842,226,"Promoter",13,17981330,17993349,12020,2,"67008","ENSMUST00000099735.5",0,"ENSMUSG00000075054","Yae1d1","Yae1 domain containing 1"
"chr13",19619203,19619734,532,"*","epilc_kdm5c_wt_.merged.bam_peak_1358",47,".",3.31924,7.96869,4.76414,168,"Promoter",13,19609371,19619738,10368,2,"105298","ENSMUST00000220755.1",4,"ENSMUSG00000002808","Epdr1","ependymin related protein 1 (zebrafish)"
"chr13",19623287,19623764,478,"*","epilc_kdm5c_wt_.merged.bam_peak_1359",140,".",5.22277,17.7911,14.0986,203,"Promoter",13,19623813,19632825,9013,1,"20379","ENSMUST00000221810.1",-49,"ENSMUSG00000021319","Sfrp4","secreted frizzled-related protein 4"
"chr13",20090175,20090516,342,"*","epilc_kdm5c_wt_.merged.bam_peak_1360",46,".",3.28467,7.86427,4.66598,133,"Promoter",13,20090596,20264007,173412,1,"140580","ENSMUST00000181429.7",-80,"ENSMUSG00000041112","Elmo1","engulfment and cell motility 1"
"chr13",21468181,21468526,346,"*","epilc_kdm5c_wt_.merged.bam_peak_1361",81,".",3.68639,11.5738,8.14917,91,"Promoter",13,21467047,21468509,1463,2,"66707","ENSMUST00000068235.5",0,"ENSMUSG00000059395","Nkapl","NFKB activating protein-like"
"chr13",21721349,21721655,307,"*","epilc_kdm5c_wt_.merged.bam_peak_1362",39,".",3.69777,7.06348,3.92051,204,"Promoter",13,21722044,21722567,524,1,"319186","ENSMUST00000224651.1",-389,"ENSMUSG00000114279","H2bc14","H2B clustered histone 14"
"chr13",21753412,21753944,533,"*","epilc_kdm5c_wt_.merged.bam_peak_1363",88,".",4.65348,12.295,8.83256,408,"Promoter",13,21753435,21753827,393,2,"319169","ENSMUST00000074752.3",0,"ENSMUSG00000063021","H2ac15","H2A clustered histone 15"
"chr13",21786709,21787083,375,"*","epilc_kdm5c_wt_.merged.bam_peak_1364",63,".",4.24014,9.68616,6.3726,138,"Promoter",13,21786826,21787218,393,2,"319170","ENSMUST00000091751.2",135,"ENSMUSG00000069309","H2ac22","H2A clustered histone 22"
"chr13",21787503,21787850,348,"*","epilc_kdm5c_wt_.merged.bam_peak_1365",52,".",3.76046,8.48305,5.24324,205,"Promoter",13,21787508,21787976,469,1,"319188","ENSMUST00000102982.1",0,"ENSMUSG00000069308","H2bc22","H2B clustered histone 22"
"chr13",23535260,23535535,276,"*","epilc_kdm5c_wt_.merged.bam_peak_1369",42,".",3.26423,7.37097,4.20947,66,"Promoter",13,23535422,23535951,530,1,"97908","ENSMUST00000080859.7",0,"ENSMUSG00000099517","H3c8","H3 clustered histone 8"
"chr13",23573964,23574242,279,"*","epilc_kdm5c_wt_.merged.bam_peak_1370",66,".",4.47625,9.9415,6.60491,214,"Promoter",13,23573736,23574196,461,2,"319180","ENSMUST00000105106.1",0,"ENSMUSG00000069268","H2bc7","H2B clustered histone 7"
"chr13",23575982,23576290,309,"*","epilc_kdm5c_wt_.merged.bam_peak_1371",59,".",4.28163,9.19274,5.90424,234,"Promoter",13,23575763,23577011,1249,1,"319149","ENSMUST00000105105.3",219,"ENSMUSG00000099583","H3c4","H3 clustered histone 4"
"chr13",23933742,23934071,330,"*","epilc_kdm5c_wt_.merged.bam_peak_1372",34,".",3.18504,6.51885,3.42167,251,"Promoter",13,23933773,23934156,384,2,"319177","ENSMUST00000052776.3",85,"ENSMUSG00000050799","H2bc1","H2B clustered histone 1"
"chr13",24281065,24281618,554,"*","epilc_kdm5c_wt_.merged.bam_peak_1373",157,".",4.72459,19.48,15.7255,251,"Promoter",13,24012659,24280795,268137,2,"68732","ENSMUST00000072889.11",-270,"ENSMUSG00000021338","Carmil1","capping protein regulator and myosin 1 linker 1"
"chr13",24761627,24762101,475,"*","epilc_kdm5c_wt_.merged.bam_peak_1374",96,".",3.69634,13.1335,9.63445,121,"Promoter",13,24751845,24761861,10017,2,"57441","ENSMUST00000006898.9",0,"ENSMUSG00000006715","Gmnn","geminin"
"chr13",24831195,24831492,298,"*","epilc_kdm5c_wt_.merged.bam_peak_1375",18,".",2.42239,4.81437,1.89558,235,"Promoter",13,24817948,24831517,13570,2,"66834","ENSMUST00000006900.6",25,"ENSMUSG00000006717","Acot13","acyl-CoA thioesterase 13"
"chr13",25019763,25020656,894,"*","epilc_kdm5c_wt_.merged.bam_peak_1376",687,".",10.6607,73.6813,68.7787,580,"Promoter",13,24987483,25020379,32897,2,"380836","ENSMUST00000021772.3",0,"ENSMUSG00000021339","Mrs2","MRS2 magnesium transporter"
"chr13",25269682,25270267,586,"*","epilc_kdm5c_wt_.merged.bam_peak_1377",213,".",6.39789,25.2678,21.3287,246,"Promoter",13,25252040,25270082,18043,2,"22360","ENSMUST00000057866.12",0,"ENSMUSG00000048978","Nrsn1","neurensin 1"
"chr13",30136264,30136926,663,"*","epilc_kdm5c_wt_.merged.bam_peak_1382",93,".",3.80498,12.7973,9.31162,341,"Promoter",13,30136489,30163625,27137,1,"218121","ENSMUST00000153269.2",0,"ENSMUSG00000038732","Mboat1","membrane bound O-acyltransferase domain containing 1"
"chr13",30545011,30545455,445,"*","epilc_kdm5c_wt_.merged.bam_peak_1383",78,".",3.83039,11.306,7.89591,296,"Promoter",13,30540308,30545362,5055,2,"66694","ENSMUST00000042834.3",0,"ENSMUSG00000038462","Uqcrfs1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
"chr13",30947303,30947782,480,"*","epilc_kdm5c_wt_.merged.bam_peak_1384",120,".",5.01173,15.6933,12.0832,304,"Promoter",13,30946573,30947759,1187,2,"210554","ENSMUST00000102943.1",0,"ENSMUSG00000076430","Hus1b","HUS1 checkpoint clamp component B"
"chr13",32338009,32338655,647,"*","epilc_kdm5c_wt_.merged.bam_peak_1387",137,".",5.46044,17.3957,13.7176,407,"Promoter",13,32099227,32338585,239359,2,"218138","ENSMUST00000178294.7",0,"ENSMUSG00000038372","Gmds","GDP-mannose 4, 6-dehydratase"
"chr13",32801938,32802887,950,"*","epilc_kdm5c_wt_.merged.bam_peak_1388",987,".",14.9677,104.146,98.7237,404,"Promoter",13,32802038,32822609,20572,1,"78903","ENSMUST00000021832.6",0,"ENSMUSG00000021400","Wrnip1","Werner helicase interacting protein 1"
"chr13",34037513,34037790,278,"*","epilc_kdm5c_wt_.merged.bam_peak_1389",89,".",3.9966,12.417,8.94977,108,"Promoter",13,34037597,34074074,36478,1,"68021","ENSMUST00000040656.7",0,"ENSMUSG00000038286","Bphl","biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)"
"chr13",34162944,34163308,365,"*","epilc_kdm5c_wt_.merged.bam_peak_1392",184,".",5.65867,22.3174,18.4693,114,"Promoter",13,34162964,34178168,15205,1,"69666","ENSMUST00000124996.7",0,"ENSMUSG00000071451","Psmg4","proteasome (prosome, macropain) assembly chaperone 4"
"chr13",34652070,34652900,831,"*","epilc_kdm5c_wt_.merged.bam_peak_1394",86,".",3.64028,12.1498,8.69787,337,"Promoter",13,34627840,34652681,24842,2,"66895","ENSMUST00000021847.14",0,"ENSMUSG00000021411","Pxdc1","PX domain containing 1"
"chr13",34875493,34875965,473,"*","epilc_kdm5c_wt_.merged.bam_peak_1396",123,".",4.09986,15.9255,12.3039,259,"Promoter",13,34875504,34884766,9263,1,"19134","ENSMUST00000221639.1",0,"ENSMUSG00000021413","Prpf4b","pre-mRNA processing factor 4B"
"chr13",35740634,35741120,487,"*","epilc_kdm5c_wt_.merged.bam_peak_1397",154,".",4.91566,19.2166,15.4726,275,"Promoter",13,35741313,35874058,132746,1,"12593","ENSMUST00000163595.2",-193,"ENSMUSG00000059288","Cdyl","chromodomain protein, Y chromosome-like"
"chr13",37826142,37826583,442,"*","epilc_kdm5c_wt_.merged.bam_peak_1399",66,".",3.83413,9.9937,6.6544,247,"Promoter",13,37826315,37952005,125691,1,"68750","ENSMUST00000128570.8",0,"ENSMUSG00000039087","Rreb1","ras responsive element binding protein 1"
