"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",106362170,106362800,631,"*","Promoter",11,106362305,106362377,73,1,"100216537","uc011ygj.1",0,"ENSMUSG00000065126","Snord104","small nucleolar RNA, C/D box 104"
"chr11",113545801,113546191,391,"*","Promoter",11,113545726,113555961,10236,1,"276852","uc007mex.1",75,"ENSMUSG00000041623","D11Wsu47e","DNA segment, Chr 11, Wayne State University 47, expressed"
"chr11",114656397,114656803,407,"*","Promoter",11,114651983,114657206,5224,2,"72014","uc007mfr.1",403,"ENSMUSG00000000202","Btbd17","BTB (POZ) domain containing 17"
"chr11",115352793,115353405,613,"*","Promoter",11,115351740,115353128,1389,2,"50773","uc007mhu.1",0,"ENSMUSG00000020736","Nt5c","5',3'-nucleotidase, cytosolic"
"chr11",115873835,115874221,387,"*","Promoter",11,115869671,115874033,4363,2,"14635","uc007mjn.1",0,"ENSMUSG00000020766","Galk1","galactokinase 1"
"chr11",115891766,115892817,1052,"*","Promoter",11,115891636,115922508,30873,1,"217331","uc007mjq.1",130,"ENSMUSG00000020770","Unk","unkempt family zinc finger"
"chr11",115991682,115992569,888,"*","Promoter",11,115985596,115992442,6847,2,"338364","uc007mjz.1",0,"ENSMUSG00000054517","Trim65","tripartite motif-containing 65"
"chr11",116274426,116274923,498,"*","Promoter",11,116264155,116274346,10192,2,"217340","uc007mla.1",-80,"ENSMUSG00000052949","Rnf157","ring finger protein 157"
"chr11",116351621,116351966,346,"*","Promoter",11,116332130,116351660,19531,2,"67763","uc007mld.2",0,"ENSMUSG00000015869","Prpsap1","phosphoribosyl pyrophosphate synthetase-associated protein 1"
"chr11",116937988,116938584,597,"*","Promoter",11,116938097,116940269,2173,1,"76972","uc007mmx.2",0,"ENSMUSG00000086859","Snhg20","small nucleolar RNA host gene 20"
"chr11",117709607,117710544,938,"*","Promoter",11,117710551,117717057,6507,1,"11799","uc007mod.1",-7,"ENSMUSG00000017716","Birc5","baculoviral IAP repeat-containing 5"
"chr11",118151209,118152009,801,"*","Promoter",11,118120967,118151558,30592,2,"72344","uc011yim.1",0,"ENSMUSG00000033909","Usp36","ubiquitin specific peptidase 36"
"chr11",118216699,118217035,337,"*","Promoter",11,118162375,118216725,54351,2,"21858","uc007mow.1",0,"ENSMUSG00000017466","Timp2","tissue inhibitor of metalloproteinase 2"
"chr11",120210211,120211325,1115,"*","Promoter",11,120207004,120209798,2795,2,"11465","uc007msi.1",-413,"ENSMUSG00000062825","Actg1","actin, gamma, cytoplasmic 1"
"chr11",120442907,120443531,625,"*","Promoter",11,120438549,120442934,4386,2,"192662","uc007mtk.2",0,"ENSMUSG00000025132","Arhgdia","Rho GDP dissociation inhibitor (GDI) alpha"
"chr11",120459772,120460204,433,"*","Promoter",11,120459846,120469512,9667,1,"66156","uc007mtn.2",0,"ENSMUSG00000025135","Anapc11","anaphase promoting complex subunit 11"
"chr11",120575247,120575612,366,"*","Promoter",11,120575267,120582441,7175,1,"217366","uc007mue.2",0,"ENSMUSG00000025145","Lrrc45","leucine rich repeat containing 45"
"chr12",4082359,4083167,809,"*","Promoter",12,4082574,4110243,27670,1,"217378","uc007mxi.2",0,"ENSMUSG00000020657","Dnajc27","DnaJ heat shock protein family (Hsp40) member C27"
"chr12",4775578,4776313,736,"*","Promoter",12,4753022,4776073,23052,2,"207921","uc007mye.2",0,"ENSMUSG00000050545","Fam228b","family with sequence similarity 228, member B"
"chr12",16660254,16660902,649,"*","Promoter",12,16660276,16667042,6767,1,"18217","uc007nbw.1",0,"ENSMUSG00000020591","Ntsr2","neurotensin receptor 2"
"chr12",17181994,17183719,1726,"*","Promoter",12,17178906,17183694,4789,2,"382571","uc007ncn.2",0,"ENSMUSG00000051726","Kcnf1","potassium voltage-gated channel, subfamily F, member 1"
"chr12",21322126,21322623,498,"*","Promoter",12,21322253,21327219,4967,1,"67732","uc007nds.1",0,"ENSMUSG00000062054","Iah1","isoamyl acetate-hydrolyzing esterase 1 homolog"
"chr12",27154021,27154946,926,"*","Promoter",12,27154080,27164702,10623,1,"22169","uc007nfj.1",0,"ENSMUSG00000020638","Cmpk2","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"
"chr12",29360368,29360805,438,"*","Promoter",12,29360072,29367039,6968,1,"104923","uc007nfv.1",296,"ENSMUSG00000020629","Adi1","acireductone dioxygenase 1"
"chr12",30622723,30623554,832,"*","Promoter",12,30622901,30673859,50959,1,"69675","uc007ngj.1",0,"ENSMUSG00000020674","Pxdn","peroxidasin"
"chr12",33504673,33505125,453,"*","Promoter",12,33505200,33538234,33035,1,"59027","uc007nif.2",-75,"ENSMUSG00000020572","Nampt","nicotinamide phosphoribosyltransferase"
"chr12",37107864,37109106,1243,"*","Promoter",12,37108106,37205405,97300,1,"75847","uc007njy.2",0,"ENSMUSG00000043153","Crppa","CDP-L-ribitol pyrophosphorylase A"
"chr12",58331402,58331904,503,"*","Promoter",12,58331399,58558228,226830,1,"73490","uc007npq.2",3,"ENSMUSG00000047022","Mipol1","mirror-image polydactyly 1"
"chr12",60162003,60162581,579,"*","Promoter",12,60144079,60162448,18370,2,"78232","uc007npy.1",0,"ENSMUSG00000020993","Trappc6b","trafficking protein particle complex 6B"
"chr12",60231869,60232394,526,"*","Promoter",12,60232440,60247944,15505,1,"217615","uc007nqh.1",-46,NA,NA,NA
"chr12",60320872,60321205,334,"*","Promoter",12,60301642,60320470,18829,2,"70611","uc007nqk.2",-402,"ENSMUSG00000035329","Fbxo33","F-box protein 33"
"chr12",68322578,68323959,1382,"*","Promoter",12,67567046,68323536,756491,2,"320772","uc007nrl.2",0,"ENSMUSG00000034912","Mdga2","MAM domain containing glycosylphosphatidylinositol anchor 2"
"chr12",70285104,70285938,835,"*","Promoter",12,70285145,70287760,2616,1,"217664","uc011ymy.1",0,"ENSMUSG00000043998","Mgat2","mannoside acetylglucosaminyltransferase 2"
"chr12",70298179,70299363,1185,"*","Promoter",12,70298198,70300855,2658,1,"414085","uc007nru.1",0,"ENSMUSG00000097061","9330151L19Rik","RIKEN cDNA 9330151L19 gene"
"chr12",70825413,70826365,953,"*","Promoter",12,70791423,70825861,34439,2,"217666","uc011ynb.1",0,"ENSMUSG00000020988","L2hgdh","L-2-hydroxyglutarate dehydrogenase"
"chr12",71448435,71449019,585,"*","Promoter",12,71345524,71448601,103078,2,"94090","uc007nto.2",0,"ENSMUSG00000021071","Trim9","tripartite motif-containing 9"
"chr12",71554127,71554456,330,"*","Promoter",12,71554141,71568611,14471,1,"72736","uc007ntu.1",0,"ENSMUSG00000021072","Tmx1","thioredoxin-related transmembrane protein 1"
"chr12",73185629,73186233,605,"*","Promoter",12,73174415,73186300,11886,2,"67217","uc007nvd.1",67,"ENSMUSG00000019718","L3hypdh","L-3-hydroxyproline dehydratase (trans-)"
"chr12",73861663,73862112,450,"*","Promoter",12,73862198,73888382,26185,1,"19042","uc007nvt.2",-86,"ENSMUSG00000021096","Ppm1a","protein phosphatase 1A, magnesium dependent, alpha isoform"
"chr12",76919619,76920094,476,"*","Promoter",12,76919305,77211915,292611,1,"319565","uc007nxp.1",314,"ENSMUSG00000063450","Syne2","spectrin repeat containing, nuclear envelope 2"
"chr12",77938448,77939007,560,"*","Promoter",12,77938454,78022399,83946,1,"110606","uc007nyu.1",0,"ENSMUSG00000033373","Fntb","farnesyltransferase, CAAX box, beta"
"chr12",79326794,79327482,689,"*","Promoter",12,79327642,79785756,458115,1,"268566","uc007nzc.2",-160,"ENSMUSG00000047454","Gphn","gephyrin"
"chr12",85328776,85329527,752,"*","Promoter",12,85328811,85334825,6015,1,"171210","uc011yor.1",0,"ENSMUSG00000021226","Acot2","acyl-CoA thioesterase 2"
"chr12",85441553,85442283,731,"*","Promoter",12,85441604,85450733,9130,1,"217700","uc007oei.1",0,"ENSMUSG00000043487","Acot6","acyl-CoA thioesterase 6"
"chr12",85534471,85534776,306,"*","Promoter",12,85490123,85534965,44843,2,"238317","uc011you.1",189,"ENSMUSG00000042507","Mideas","mitotic deacetylase associated SANT domain protein"
"chr12",85758130,85758872,743,"*","Promoter",12,85758150,85759528,1379,1,"66381","uc007ofj.1",0,"ENSMUSG00000098134","Rnf113a2","ring finger protein 113A2"
"chr12",86611277,86611686,410,"*","Promoter",12,86575470,86611514,36045,2,"217716","uc007ogt.1",0,"ENSMUSG00000021245","Mlh3","mutL homolog 3"
"chr12",86680086,86680558,473,"*","Promoter",12,86640464,86680312,39849,2,"217718","uc007ogx.2",0,"ENSMUSG00000034290","Nek9","NIMA (never in mitosis gene a)-related expressed kinase 9"
"chr12",89599061,89599316,256,"*","Promoter",12,89599092,89700162,101071,1,"72113","uc007ojv.1",0,"ENSMUSG00000021044","Adck1","aarF domain containing kinase 1"
"chr12",99497263,99497600,338,"*","Promoter",12,99440510,99497547,57038,2,"14420","uc007olf.1",0,"ENSMUSG00000021003","Galc","galactosylceramidase"
"chr12",99972670,99973185,516,"*","Promoter",12,99914951,99972855,57905,2,"24000","uc007ord.2",0,"ENSMUSG00000021009","Ptpn21","protein tyrosine phosphatase, non-receptor type 21"
"chr12",110305782,110306138,357,"*","Promoter",12,110270392,110306427,36036,2,"380785","uc007pal.1",289,"ENSMUSG00000040867","Begain","brain-enriched guanylate kinase-associated"
"chr12",112996436,112997160,725,"*","Promoter",12,112997060,113033110,36051,1,"16593","uc007pdv.1",0,"ENSMUSG00000021288","Klc1","kinesin light chain 1"
"chr12",113748651,113749604,954,"*","Promoter",12,113738395,113749371,10977,2,"104885","uc007per.1",0,"ENSMUSG00000054013","Tmem179","transmembrane protein 179"
"chr12",114378725,114379092,368,"*","Promoter",12,114378447,114383717,5271,1,"68337","uc007pfy.2",278,"ENSMUSG00000006356","Crip2","cysteine rich protein 2"
"chr12",117724297,117725093,797,"*","Promoter",12,117724193,118516640,792448,1,"19276","uc011yvq.1",104,"ENSMUSG00000056553","Ptprn2","protein tyrosine phosphatase, receptor type, N polypeptide 2"
"chr13",3536632,3537125,494,"*","Promoter",13,3537321,3565507,28187,1,"14569","uc007piu.1",-196,"ENSMUSG00000021218","Gdi2","guanosine diphosphate (GDP) dissociation inhibitor 2"
"chr13",6648098,6648481,384,"*","Promoter",13,6618307,6647970,29664,2,"56421","uc007pkd.1",-128,"ENSMUSG00000021196","Pfkp","phosphofructokinase, platelet"
"chr13",10360164,10360499,336,"*","Promoter",13,9875859,10360049,484191,2,"12671","uc007plb.1",-115,"ENSMUSG00000046159","Chrm3","cholinergic receptor, muscarinic 3, cardiac"
"chr13",12658124,12658840,717,"*","Promoter",13,12658150,12698379,40230,1,"67475","uc007plr.1",0,"ENSMUSG00000057069","Ero1b","endoplasmic reticulum oxidoreductase 1 beta"
"chr13",13485085,13486007,923,"*","Promoter",13,13449888,13485862,35975,2,"83924","uc007pmc.1",0,"ENSMUSG00000021306","Gpr137b","G protein-coupled receptor 137B"
"chr13",14615004,14615420,417,"*","Promoter",13,14318705,14615493,296789,2,"94253","uc007pnd.2",73,"ENSMUSG00000021301","Hecw1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"
"chr13",22073089,22073648,560,"*","Promoter",13,22073063,22080603,7541,1,"195236","uc011ywy.1",26,"ENSMUSG00000016982","Pom121l2","POM121 membrane glycoprotein-like 2 (rat)"
"chr13",30636688,30637222,535,"*","Promoter",13,30632181,30637185,5005,2,"66694","uc007pyv.2",0,"ENSMUSG00000038462","Uqcrfs1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
"chr13",34129233,34129752,520,"*","Promoter",13,34129510,34153755,24246,1,"68021","uc007qaz.1",0,"ENSMUSG00000038286","Bphl","biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)"
"chr13",34222585,34223744,1160,"*","Promoter",13,34218877,34222223,3347,2,"73710","uc007qbd.1",-362,"ENSMUSG00000045136","Tubb2b","tubulin, beta 2B class IIB"
"chr13",45485093,45485472,380,"*","Promoter",13,45485111,45507309,22199,1,"218203","uc007qgz.1",0,"ENSMUSG00000038175","Mylip","myosin regulatory light chain interacting protein"
"chr13",47109463,47110321,859,"*","Promoter",13,47107926,47110219,2294,2,"105193","uc007qhp.2",0,"ENSMUSG00000044231","Nhlrc1","NHL repeat containing 1"
"chr13",48721054,48721498,445,"*","Promoter",13,48681301,48720942,39642,2,"218232","uc007qik.1",-112,"ENSMUSG00000038042","Ptpdc1","protein tyrosine phosphatase domain containing 1"
"chr13",49062049,49063077,1029,"*","Promoter",13,48974586,49063197,88612,2,"218236","uc007qio.1",120,"ENSMUSG00000038014","Fam120a","family with sequence similarity 120, member A"
"chr13",51746779,51747431,653,"*","Promoter",13,51747083,51761621,14539,1,"75420","uc007qmj.1",0,"ENSMUSG00000035139","Secisbp2","SECIS binding protein 2"
"chr13",54167304,54167970,667,"*","Promoter",13,54167214,54203714,36501,1,"14057","uc007qoa.2",90,"ENSMUSG00000021474","Sfxn1","sideroflexin 1"
"chr13",54788625,54789001,377,"*","Promoter",13,54780760,54789169,8410,2,"105239","uc007qot.2",168,"ENSMUSG00000034928","Rnf44","ring finger protein 44"
"chr13",54867182,54868063,882,"*","Promoter",13,54860221,54867801,7581,2,"104069","uc007qpc.1",0,"ENSMUSG00000034891","Sncb","synuclein, beta"
"chr13",55313681,55314402,722,"*","Promoter",13,55314565,55419686,105122,1,"18193","uc007qqj.1",-163,"ENSMUSG00000021488","Nsd1","nuclear receptor-binding SET-domain protein 1"
"chr13",58316997,58317371,375,"*","Promoter",13,58277517,58317014,39498,2,"56085","uc007qtl.2",0,"ENSMUSG00000005312","Ubqln1","ubiquilin 1"
"chr13",58486295,58486830,536,"*","Promoter",13,58481407,58486586,5180,2,"70153","uc007qtr.2",0,"ENSMUSG00000021550","2210016F16Rik","RIKEN cDNA 2210016F16 gene"
"chr13",58503635,58504514,880,"*","Promoter",13,58492600,58503873,11274,2,"15387","uc007qtu.1",0,"ENSMUSG00000021546","Hnrnpk","heterogeneous nuclear ribonucleoprotein K"
"chr13",59659101,59659371,271,"*","Promoter",13,59633269,59658680,25412,2,"67269","uc007qus.1",-421,"ENSMUSG00000021557","Agtpbp1","ATP/GTP binding protein 1"
"chr13",60703801,60704584,784,"*","Promoter",13,60703572,60864547,160976,1,"69635","uc007qvo.1",229,"ENSMUSG00000021559","Dapk1","death associated protein kinase 1"
"chr13",67005952,67006232,281,"*","Promoter",13,67001557,67006286,4730,2,"67530","uc007qzu.1",54,"ENSMUSG00000021520","Uqcrb","ubiquinol-cytochrome c reductase binding protein"
"chr13",75977208,75978078,871,"*","Promoter",13,75977334,75987599,10266,1,"93692","uc007rfx.2",0,"ENSMUSG00000021591","Glrx","glutaredoxin"
"chr13",76192986,76194054,1069,"*","Promoter",13,76192299,76194444,2146,2,"238725","uc007rgg.1",390,"ENSMUSG00000045509","Gpr150","G protein-coupled receptor 150"
"chr13",81921757,81922204,448,"*","Promoter",13,81922291,81936156,13866,1,"12626","uc007rid.1",-87,"ENSMUSG00000021537","Cetn3","centrin 3"
"chr13",85328927,85329490,564,"*","Promoter",13,85329082,85342101,13020,1,"66671","uc007ris.1",0,"ENSMUSG00000021548","Ccnh","cyclin H"
"chr13",91363331,91364019,689,"*","Promoter",13,91074954,91363592,288639,2,"66795","uc007rjr.1",0,"ENSMUSG00000021619","Atg10","autophagy related 10"
"chr13",94541297,94542232,936,"*","Promoter",13,94541634,94643764,102131,1,"11881","uc011zcv.1",0,"ENSMUSG00000042082","Arsb","arylsulfatase B"
"chr13",94944288,94944543,256,"*","Promoter",13,94943947,94965364,21418,1,"218454","uc007rlq.1",341,"ENSMUSG00000045312","Lhfpl2","lipoma HMGIC fusion partner-like 2"
"chr13",101420802,101421358,557,"*","Promoter",13,101421298,101426015,4718,1,"108143","uc007rrf.2",0,"ENSMUSG00000052293","Taf9","TATA-box binding protein associated factor 9"
"chr13",101513978,101514549,572,"*","Promoter",13,101505895,101514614,8720,2,"66128","uc007rrl.2",65,"ENSMUSG00000061474","Mrps36","mitochondrial ribosomal protein S36"
"chr13",102537457,102538034,578,"*","Promoter",13,102450718,102538172,87455,2,"18708","uc007rrt.1",138,"ENSMUSG00000041417","Pik3r1","phosphoinositide-3-kinase regulatory subunit 1"
"chr13",104564061,104564768,708,"*","Promoter",13,104538839,104564688,25850,2,"218543","uc007rsj.1",0,"ENSMUSG00000032621","Srek1","splicing regulatory glutamine/lysine-rich protein 1"
"chr13",114453601,114453944,344,"*","Promoter",13,114453104,114453884,781,2,"56534","uc007rxi.2",0,"ENSMUSG00000051456","Hspb3","heat shock protein 3"
"chr13",115879667,115880007,341,"*","Promoter",13,115878563,115880366,1804,2,"105083","uc007ryb.2",359,"ENSMUSG00000042275","Pelo","pelota mRNA surveillance and ribosome rescue factor"
"chr14",8650496,8651171,676,"*","Promoter",14,8650471,8784101,133631,1,"286940","uc007sek.1",25,"ENSMUSG00000025278","Flnb","filamin, beta"
"chr14",20901730,20902757,1028,"*","Promoter",14,20894858,20902394,7537,2,"67509","uc007siy.2",0,"ENSMUSG00000045107","Saysd1","SAYSVFN motif domain containing 1"
"chr14",21212498,21212819,322,"*","Promoter",14,21210453,21212777,2325,2,"66242","uc007sjp.1",0,"ENSMUSG00000049960","Mrps16","mitochondrial ribosomal protein S16"
"chr14",21521855,21522473,619,"*","Promoter",14,21522249,21523647,1399,1,"66121","uc007skm.2",0,"ENSMUSG00000063787","Chchd1","coiled-coil-helix-coiled-coil-helix domain containing 1"
"chr14",28241369,28243093,1725,"*","Promoter",14,28242033,28296740,54708,1,"218850","uc007stu.2",0,"ENSMUSG00000040651","Tasor","transcription activation suppressor"
"chr14",31362306,31362975,670,"*","Promoter",14,31362335,31387908,25574,1,"21881","uc007svc.1",0,"ENSMUSG00000021957","Tkt","transketolase"
"chr14",31528254,31528793,540,"*","Promoter",14,31528353,31635907,107555,1,"54650","uc007svp.2",0,"ENSMUSG00000006527","Sfmbt1","Scm-like with four mbt domains 1"
"chr14",32063979,32064534,556,"*","Promoter",14,32050882,32064404,13523,2,"71838","uc007sxf.1",0,"ENSMUSG00000021902","Phf7","PHD finger protein 7"
"chr14",52532579,52533057,479,"*","Promoter",14,52524946,52533163,8218,2,"29811","uc007tnk.2",106,"ENSMUSG00000004558","Ndrg2","N-myc downstream regulated gene 2"
"chr14",52935511,52935838,328,"*","Promoter",14,52930856,52935910,5055,2,"50524","uc007tpe.1",72,"ENSMUSG00000049532","Sall2","spalt like transcription factor 2"
"chr14",55673831,55674714,884,"*","Promoter",14,55674330,55717832,43503,1,"105663","uc007txy.2",0,"ENSMUSG00000045691","Thtpa","thiamine triphosphatase"
"chr14",55724650,55725170,521,"*","Promoter",14,55717687,55725104,7418,2,"11766","uc007tyd.2",0,"ENSMUSG00000040701","Ap1g2","adaptor protein complex AP-1, gamma 2 subunit"
"chr14",55733392,55734145,754,"*","Promoter",14,55730137,55734282,4146,2,"319984","uc007tyi.1",137,"ENSMUSG00000022208","Jph4","junctophilin 4"
"chr14",57430835,57431685,851,"*","Promoter",14,57416014,57430553,14540,2,"219105","uc007ucp.1",-282,"ENSMUSG00000040123","Zmym5","zinc finger, MYM-type 5"
"chr14",57504313,57505143,831,"*","Promoter",14,57505490,57522705,17216,1,"76007","uc007ucr.1",-347,"ENSMUSG00000021945","Zmym2","zinc finger, MYM-type 2"
"chr14",58445029,58445694,666,"*","Promoter",14,58445076,58447582,2507,1,"67840","uc007udq.1",0,"ENSMUSG00000021967","Mrpl57","mitochondrial ribosomal protein L57"
"chr14",58617967,58618415,449,"*","Promoter",14,58535117,58618099,82983,2,"68514","uc007udv.1",0,"ENSMUSG00000021973","Micu2","mitochondrial calcium uptake 2"
"chr14",62175112,62175626,515,"*","Promoter",14,62153142,62175723,22582,2,"66674","uc007ufx.1",97,"ENSMUSG00000021930","Spryd7","SPRY domain containing 7"
"chr14",63797012,63797674,663,"*","Promoter",14,63763988,63797328,33341,2,"14137","uc007uhi.1",0,"ENSMUSG00000021273","Fdft1","farnesyl diphosphate farnesyl transferase 1"
"chr14",65058964,65059856,893,"*","Promoter",14,64741462,65059863,318402,2,"110265","uc007uih.1",7,"ENSMUSG00000054733","Msra","methionine sulfoxide reductase A"
"chr14",66915494,66916508,1015,"*","Promoter",14,66915862,66927134,11273,1,"66854","uc007ukc.1",0,"ENSMUSG00000022043","Trim35","tripartite motif-containing 35"
"chr14",69954721,69955822,1102,"*","Promoter",14,69955208,69984799,29592,1,"67464","uc007umi.2",0,"ENSMUSG00000095463","Entpd4","ectonucleoside triphosphate diphosphohydrolase 4"
"chr14",70977528,70978038,511,"*","Promoter",14,70977654,70982378,4725,1,"213484","uc007uok.1",0,"ENSMUSG00000045211","Nudt18","nudix (nucleoside diphosphate linked moiety X)-type motif 18"
"chr14",73542658,73543699,1042,"*","Promoter",14,73542592,73607650,65059,1,"105670","uc007upn.2",66,"ENSMUSG00000022106","Rcbtb2","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2"
"chr14",76813710,76814321,612,"*","Promoter",14,76814768,76817074,2307,1,"21807","uc007urh.1",-447,"ENSMUSG00000022010","Tsc22d1","TSC22 domain family, member 1"
"chr14",79851529,79852375,847,"*","Promoter",14,79851642,79854623,2982,1,"432879","uc007usz.1",0,"ENSMUSG00000075502","Kbtbd6","kelch repeat and BTB (POZ) domain containing 6"
"chr14",105576492,105576883,392,"*","Promoter",14,105513736,105576544,62809,2,"74213","uc007uxk.1",0,"ENSMUSG00000022119","Rbm26","RNA binding motif protein 26"
"chr14",118535855,118536203,349,"*","Promoter",14,118536349,118563454,27106,1,"58245","uc007uyq.2",-146,"ENSMUSG00000022131","Gpr180","G protein-coupled receptor 180"
"chr14",122277484,122277777,294,"*","Promoter",14,122277828,122420257,142430,1,"68889","uc007vao.1",-51,"ENSMUSG00000041765","Ubac2","ubiquitin associated domain containing 2"
"chr15",34167867,34168261,395,"*","Promoter",15,34167781,34214050,46270,1,"114128","uc007vlk.1",86,"ENSMUSG00000022257","Laptm4b","lysosomal-associated protein transmembrane 4B"
"chr15",34608154,34608795,642,"*","Promoter",15,34502554,34608461,105908,2,"223473","uc007vlw.1",0,"ENSMUSG00000038879","Nipal2","NIPA-like domain containing 2"
"chr15",34767106,34767851,746,"*","Promoter",15,34767136,34772092,4957,1,"16539","uc007vly.1",0,"ENSMUSG00000050963","Kcns2","K+ voltage-gated channel, subfamily S, 2"
"chr15",35301031,35301483,453,"*","Promoter",15,35301301,35369226,67926,1,"666173","uc007vme.1",0,"ENSMUSG00000037646","Vps13b","vacuolar protein sorting 13B"
"chr15",38449172,38449586,415,"*","Promoter",15,38417185,38449021,31837,2,"54375","uc007vnu.1",-151,"ENSMUSG00000037458","Azin1","antizyme inhibitor 1"
"chr15",41278569,41278906,338,"*","Promoter",15,41279028,41692593,413566,1,"170719","uc007vot.2",-122,"ENSMUSG00000022307","Oxr1","oxidation resistance 1"
"chr15",67008624,67008934,311,"*","Promoter",15,66934437,67008444,74008,2,"20442","uc007wbb.1",-180,"ENSMUSG00000013846","St3gal1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"chr15",75446073,75447336,1264,"*","Promoter",15,75447115,75455725,8611,1,"22701","uc007wgx.1",0,"ENSMUSG00000047003","Zfp41","zinc finger protein 41"
"chr15",75751514,75751915,402,"*","Promoter",15,75751488,75751959,472,2,"66194","uc007whr.1",44,"ENSMUSG00000022571","Pycrl","pyrroline-5-carboxylate reductase-like"
"chr15",75771106,75771959,854,"*","Promoter",15,75771382,75779830,8449,1,"78834","uc007whu.1",0,"ENSMUSG00000050846","Zfp623","zinc finger protein 623"
"chr15",75799284,75800094,811,"*","Promoter",15,75799615,75806295,6681,1,"69020","uc007whv.1",0,"ENSMUSG00000034429","Zfp707","zinc finger protein 707"
"chr15",76062421,76062739,319,"*","Promoter",15,76018894,76063000,44107,2,"18810","uc007wjf.1",261,"ENSMUSG00000022565","Plec","plectin"
"chr15",76198938,76199618,681,"*","Promoter",15,76199328,76201841,2514,1,"59053","uc007wjz.2",0,"ENSMUSG00000022554","Hgh1","HGH1 homolog"
"chr15",76437744,76438015,272,"*","Promoter",15,76426238,76438021,11784,2,"94230","uc007wky.2",6,"ENSMUSG00000034022","Cpsf1","cleavage and polyadenylation specific factor 1"
"chr15",77786772,77787488,717,"*","Promoter",15,77770952,77787152,16201,2,"239554","uc007woj.2",0,"ENSMUSG00000016552","Foxred2","FAD-dependent oxidoreductase domain containing 2"
"chr15",78939651,78940107,457,"*","Promoter",15,78939413,78967331,27919,1,"27008","uc007wso.2",238,"ENSMUSG00000033039","Micall1","microtubule associated monooxygenase, calponin and LIM domain containing -like 1"
"chr15",79664872,79665138,267,"*","Promoter",15,79616781,79664763,47983,2,"504193","uc007wun.1",-109,"ENSMUSG00000089837","Npcd","neuronal pentraxin chromo domain"
"chr15",80003512,80003767,256,"*","Promoter",15,80004151,80045949,41799,1,"17309","uc007wvf.1",-384,"ENSMUSG00000042428","Mgat3","mannoside acetylglucosaminyltransferase 3"
"chr15",81756303,81756715,413,"*","Promoter",15,81718658,81756594,37937,2,"78929","uc007wxq.1",0,"ENSMUSG00000022476","Polr3h","polymerase (RNA) III (DNA directed) polypeptide H"
"chr15",81790631,81791267,637,"*","Promoter",15,81781536,81791297,9762,2,"29858","uc007wxt.2",30,"ENSMUSG00000022474","Pmm1","phosphomannomutase 1"
"chr15",81957999,81958398,400,"*","Promoter",15,81958352,81972632,14281,1,"76457","uc007wye.1",0,"ENSMUSG00000068114","Ccdc134","coiled-coil domain containing 134"
"chr15",83998210,83998921,712,"*","Promoter",15,83998246,84019951,21706,1,"116939","uc007xbw.1",0,"ENSMUSG00000041653","Pnpla3","patatin-like phospholipase domain containing 3"
"chr15",84387744,84388328,585,"*","Promoter",15,84383828,84388253,4426,2,"223732","uc007xcc.1",0,"ENSMUSG00000055745","Rtl6","retrotransposon Gag like 6"
"chr15",84962064,84962523,460,"*","Promoter",15,84895119,84962387,67269,2,"140557","uc007xcx.1",0,"ENSMUSG00000022432","Smc1b","structural maintenance of chromosomes 1B"
"chr15",85641534,85642018,485,"*","Promoter",15,85637402,85642127,4726,2,"72355","uc007xdl.2",109,"ENSMUSG00000064284","Cdpf1","cysteine rich, DPF motif domain containing 1"
"chr15",86044372,86044805,434,"*","Promoter",15,86044889,86328933,284045,1,"223754","uc007xea.1",-84,"ENSMUSG00000051864","Tbc1d22a","TBC1 domain family, member 22a"
"chr15",88692098,88692525,428,"*","Promoter",15,88692624,88696156,3533,1,"223775","uc007xeq.1",-99,"ENSMUSG00000035828","Pim3","proviral integration site 3"
"chr15",88958643,88959145,503,"*","Promoter",15,88953733,88959130,5398,2,"170787","uc007xfj.2",0,"ENSMUSG00000062906","Hdac10","histone deacetylase 10"
"chr15",89010836,89011198,363,"*","Promoter",15,88985979,89011218,25240,2,"140570","uc007xfr.1",20,"ENSMUSG00000036606","Plxnb2","plexin B2"
"chr15",98904674,98905268,595,"*","Promoter",15,98905404,98906497,1094,1,"78733","uc007xoq.2",-136,"ENSMUSG00000032783","Troap","trophinin associated protein"
"chr15",99803418,99803682,265,"*","Promoter",15,99802598,99803718,1121,2,"70281","uc011zzi.1",36,"ENSMUSG00000100084","2310068J16Rik","RIKEN cDNA 2310068J16 gene"
"chr16",4419379,4420208,830,"*","Promoter",16,4287545,4419588,132044,2,"11515","uc007xzq.1",0,"ENSMUSG00000005580","Adcy9","adenylate cyclase 9"
"chr16",4939122,4939646,525,"*","Promoter",16,4935164,4939585,4422,2,"100503704","uc007yat.2",0,"ENSMUSG00000097397","Gm16861","predicted gene, 16861"
